,nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,dias_empresa,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,genero_Female,genero_Male,tipo_empresa_Product,tipo_empresa_Service
21082,1.0,2.0,6.0,0.41,5563,0,1,0,1,1,0
21083,1.0,3.0,3.9,0.16,5596,1,0,0,1,1,0
21084,1.0,3.0,4.9,0.4,5490,0,1,0,1,0,1
21085,3.0,4.0,5.9,0.32,5465,0,1,0,1,1,0
21086,3.0,7.0,6.7,0.64,5313,1,0,1,0,0,1
21087,0.0,1.0,4.0,0.29,5495,0,1,1,0,0,1
21088,2.0,2.0,3.4,0.24,5554,0,1,1,0,1,0
21090,3.0,4.0,4.7,0.38,5474,0,1,1,0,0,1
21091,2.0,5.0,7.1,0.65,5412,0,1,0,1,1,0
21092,3.0,5.0,5.4,0.44,5345,1,0,0,1,0,1
21093,4.0,8.0,8.7,0.79,5296,1,0,0,1,1,0
21094,3.0,4.0,6.0,0.41,5530,0,1,1,0,0,1
21095,0.0,2.0,5.9,0.26,5278,0,1,0,1,0,1
21096,1.0,3.0,5.9,0.34,5441,1,0,0,1,1,0
21097,4.0,7.0,8.0,0.66,5508,0,1,0,1,0,1
21098,2.0,5.0,6.6,0.56,5288,1,0,1,0,0,1
21099,1.0,2.0,3.5,0.29,5379,0,1,1,0,0,1
21100,4.0,8.0,7.0,0.56,5472,1,0,0,1,1,0
21101,1.0,2.0,1.7,0.14,5256,0,1,1,0,0,1
21102,1.0,2.0,5.7,0.44,5557,0,1,1,0,1,0
21103,3.0,6.0,5.5,0.44,5417,0,1,0,1,0,1
21104,1.0,2.0,4.4,0.33,5491,0,1,0,1,0,1
21105,2.0,5.0,4.5,0.37,5344,0,1,1,0,1,0
21107,0.0,1.0,3.0,0.11,5379,0,1,1,0,0,1
21108,3.0,4.0,6.5,0.47,5572,0,1,0,1,0,1
21109,2.0,4.0,5.0,0.27,5458,0,1,0,1,1,0
21110,1.0,2.0,3.0,0.24,5469,1,0,1,0,1,0
21111,3.0,4.0,3.7,0.31,5607,0,1,1,0,1,0
21112,2.0,3.0,4.9,0.32,5612,0,1,0,1,0,1
21113,1.0,1.0,4.1,0.27,5330,0,1,0,1,0,1
21114,1.0,3.0,1.7,0.14,5506,0,1,1,0,0,1
21115,0.0,1.0,1.1,0.06,5578,1,0,1,0,0,1
21116,3.0,7.0,8.3,0.7,5535,1,0,1,0,0,1
21117,0.0,4.0,4.5,0.32,5276,0,1,1,0,0,1
21118,1.0,2.0,4.3,0.2,5279,0,1,1,0,1,0
21119,3.0,7.0,8.6,0.71,5464,1,0,0,1,0,1
21120,2.0,4.0,3.7,0.3,5290,0,1,1,0,1,0
21121,2.0,3.0,6.7,0.49,5461,1,0,1,0,0,1
21122,1.0,2.0,3.4,0.19,5481,1,0,1,0,1,0
21123,3.0,5.0,8.1,0.67,5510,1,0,0,1,0,1
21124,1.0,2.0,5.0,0.28,5374,0,1,0,1,0,1
21125,3.0,5.0,5.3,0.48,5266,1,0,1,0,0,1
21126,2.0,3.0,5.9,0.4,5561,0,1,1,0,0,1
21127,1.0,3.0,4.9,0.38,5414,1,0,1,0,0,1
21129,2.0,5.0,6.5,0.54,5276,0,1,0,1,0,1
21130,1.0,2.0,0.0,0.0,5323,1,0,0,1,0,1
21131,4.0,9.0,9.1,1.0,5341,0,1,0,1,0,1
21132,3.0,6.0,9.1,0.76,5425,0,1,1,0,0,1
21133,1.0,1.0,3.7,0.27,5254,0,1,1,0,1,0
21134,2.0,4.0,6.3,0.39,5581,0,1,0,1,0,1
21135,2.0,4.0,7.5,0.58,5504,0,1,0,1,1,0
21136,3.0,4.0,6.6,0.46,5252,0,1,0,1,1,0
21137,0.0,2.0,5.9,0.12,5567,1,0,1,0,1,0
21138,0.0,1.0,4.2,0.25,5546,0,1,0,1,0,1
21139,2.0,4.0,3.9,0.34,5270,0,1,0,1,1,0
21140,1.0,1.0,0.0,0.0,5516,1,0,0,1,1,0
21141,2.0,3.0,3.5,0.25,5349,1,0,1,0,0,1
21142,2.0,5.0,5.9,0.65,5422,0,1,0,1,0,1
21145,1.0,2.0,3.3,0.25,5354,0,1,1,0,1,0
21146,1.0,3.0,5.9,0.32,5577,0,1,1,0,0,1
21147,2.0,6.0,8.0,0.6,5556,1,0,0,1,0,1
21148,1.0,2.0,5.4,0.36,5462,0,1,1,0,0,1
21149,3.0,4.0,6.3,0.49,5379,0,1,1,0,1,0
21150,1.0,2.0,5.5,0.45,5386,0,1,0,1,0,1
21151,1.0,3.0,6.3,0.51,5437,0,1,0,1,0,1
21152,1.0,3.0,6.2,0.45,5455,1,0,1,0,0,1
21153,4.0,10.0,10.0,0.94,5263,1,0,0,1,1,0
21154,2.0,3.0,3.1,0.19,5342,0,1,0,1,0,1
21156,2.0,4.0,8.7,0.69,5317,0,1,0,1,0,1
21157,0.0,1.0,3.8,0.26,5284,0,1,0,1,0,1
21158,1.0,2.0,2.3,0.14,5355,1,0,1,0,0,1
21159,4.0,6.0,8.6,0.67,5368,0,1,1,0,0,1
21160,1.0,2.0,2.3,0.16,5550,1,0,1,0,0,1
21161,4.0,7.0,7.7,0.67,5254,1,0,1,0,0,1
21162,2.0,4.0,8.2,0.62,5463,0,1,1,0,0,1
21163,2.0,6.0,5.8,0.53,5384,1,0,0,1,0,1
21164,3.0,5.0,5.8,0.52,5560,1,0,0,1,0,1
21165,2.0,3.0,5.7,0.39,5427,0,1,0,1,1,0
21166,1.0,3.0,6.4,0.53,5488,1,0,1,0,0,1
21167,1.0,3.0,5.3,0.47,5529,0,1,0,1,0,1
21168,1.0,3.0,3.5,0.22,5421,1,0,1,0,0,1
21169,1.0,3.0,3.1,0.18,5516,0,1,1,0,0,1
21170,3.0,7.0,6.6,0.53,5453,1,0,0,1,1,0
21171,4.0,9.0,9.3,0.8,5490,0,1,0,1,0,1
21172,2.0,4.0,5.6,0.47,5555,0,1,1,0,0,1
21173,3.0,6.0,7.5,0.55,5566,1,0,0,1,0,1
21174,2.0,3.0,4.6,0.22,5506,1,0,0,1,1,0
21175,2.0,5.0,7.7,0.59,5564,0,1,0,1,0,1
21176,4.0,8.0,5.9,0.76,5370,1,0,0,1,1,0
21177,3.0,5.0,5.9,0.5,5355,0,1,0,1,0,1
21178,3.0,9.0,8.9,0.94,5516,1,0,0,1,1,0
21179,3.0,5.0,3.7,0.3,5423,0,1,0,1,0,1
21180,3.0,5.0,5.9,0.44,5423,1,0,1,0,1,0
21181,0.0,1.0,2.1,0.15,5291,0,1,1,0,1,0
21182,2.0,4.0,8.0,0.65,5481,1,0,0,1,0,1
21183,4.0,8.0,5.9,0.75,5596,1,0,0,1,1,0
21184,2.0,5.0,6.2,0.58,5571,1,0,0,1,0,1
21185,2.0,3.0,3.8,0.32,5509,0,1,1,0,0,1
21186,3.0,6.0,7.4,0.62,5279,1,0,0,1,1,0
21187,4.0,8.0,7.8,0.72,5377,1,0,1,0,0,1
21188,2.0,4.0,6.5,0.57,5456,1,0,0,1,0,1
21189,1.0,3.0,4.3,0.22,5525,0,1,0,1,0,1
21190,1.0,4.0,4.4,0.28,5295,1,0,1,0,0,1
21191,2.0,5.0,6.0,0.39,5353,0,1,0,1,1,0
21192,2.0,3.0,4.5,0.29,5474,0,1,1,0,1,0
21193,3.0,6.0,4.4,0.37,5326,0,1,1,0,0,1
21194,2.0,4.0,4.6,0.33,5422,0,1,1,0,0,1
21195,3.0,6.0,4.0,0.33,5457,1,0,1,0,0,1
21196,2.0,5.0,5.7,0.38,5540,0,1,1,0,0,1
21197,0.0,1.0,5.0,0.32,5593,1,0,1,0,1,0
21198,2.0,6.0,5.9,0.6,5315,1,0,1,0,1,0
21199,1.0,3.0,5.3,0.3,5611,0,1,1,0,0,1
21200,2.0,4.0,4.3,0.32,5330,0,1,1,0,1,0
21201,2.0,4.0,5.9,0.44,5307,1,0,1,0,0,1
21202,4.0,7.0,7.1,0.72,5387,1,0,0,1,0,1
21203,3.0,6.0,9.5,0.81,5585,0,1,0,1,1,0
21204,3.0,6.0,6.4,0.53,5412,1,0,1,0,0,1
21205,4.0,9.0,7.5,0.7,5484,1,0,0,1,1,0
21206,3.0,6.0,7.5,0.6,5324,1,0,0,1,0,1
21207,3.0,5.0,6.1,0.45,5526,1,0,1,0,0,1
21209,1.0,4.0,5.6,0.39,5450,0,1,1,0,1,0
21210,2.0,4.0,4.2,0.35,5513,0,1,0,1,0,1
21211,1.0,1.0,0.9,0.04,5298,0,1,1,0,0,1
21212,1.0,3.0,3.1,0.18,5351,0,1,0,1,0,1
21213,3.0,6.0,3.9,0.3,5448,0,1,1,0,1,0
21214,3.0,5.0,5.7,0.43,5472,0,1,0,1,0,1
21215,4.0,9.0,9.6,0.88,5251,1,0,0,1,1,0
21216,2.0,6.0,7.4,0.58,5365,1,0,0,1,0,1
21217,1.0,2.0,3.2,0.21,5364,0,1,1,0,0,1
21218,0.0,1.0,1.7,0.1,5345,1,0,1,0,0,1
21219,1.0,4.0,6.6,0.5,5519,1,0,1,0,0,1
21220,2.0,3.0,6.4,0.4,5608,0,1,1,0,1,0
21221,2.0,4.0,4.1,0.25,5507,0,1,1,0,0,1
21222,1.0,1.0,4.5,0.27,5270,1,0,1,0,0,1
21223,1.0,1.0,3.1,0.17,5283,0,1,0,1,0,1
21224,2.0,4.0,6.6,0.48,5537,0,1,0,1,0,1
21225,1.0,4.0,4.2,0.37,5541,0,1,0,1,0,1
21226,2.0,5.0,7.3,0.5,5368,1,0,0,1,1,0
21227,2.0,5.0,5.9,0.65,5341,1,0,0,1,0,1
21229,1.0,1.0,1.4,0.1,5558,1,0,1,0,0,1
21230,2.0,2.0,3.7,0.22,5589,0,1,1,0,0,1
21231,3.0,6.0,7.1,0.5,5415,0,1,0,1,1,0
21232,3.0,7.0,7.9,0.78,5525,1,0,0,1,0,1
21233,3.0,6.0,5.9,0.5,5385,0,1,0,1,0,1
21234,2.0,4.0,5.9,0.38,5554,0,1,0,1,1,0
21236,1.0,4.0,5.9,0.39,5514,0,1,1,0,0,1
21237,3.0,4.0,5.9,0.49,5304,1,0,1,0,0,1
21238,4.0,9.0,7.3,0.71,5292,1,0,0,1,0,1
21239,1.0,3.0,5.9,0.36,5407,1,0,0,1,0,1
21240,3.0,6.0,8.2,0.64,5603,0,1,0,1,1,0
21241,1.0,2.0,3.7,0.23,5457,0,1,1,0,0,1
21242,3.0,5.0,5.0,0.45,5259,0,1,1,0,0,1
21243,1.0,3.0,5.9,0.34,5326,0,1,1,0,0,1
21244,2.0,3.0,6.1,0.45,5338,0,1,1,0,1,0
21245,1.0,3.0,4.0,0.35,5462,1,0,1,0,1,0
21246,3.0,6.0,7.2,0.59,5396,1,0,0,1,0,1
21247,2.0,3.0,4.7,0.35,5353,1,0,0,1,0,1
21248,3.0,6.0,6.7,0.6,5358,1,0,0,1,0,1
21249,1.0,2.0,3.0,0.2,5369,0,1,1,0,0,1
21251,2.0,2.0,2.8,0.19,5583,0,1,1,0,1,0
21252,1.0,4.0,4.9,0.28,5557,0,1,1,0,1,0
21253,2.0,5.0,5.9,0.4,5568,1,0,0,1,0,1
21254,2.0,7.0,8.8,0.71,5420,0,1,0,1,1,0
21255,2.0,6.0,6.0,0.51,5484,1,0,1,0,0,1
21256,4.0,8.0,9.1,0.73,5269,1,0,0,1,1,0
21257,1.0,4.0,7.1,0.48,5366,0,1,1,0,1,0
21258,1.0,3.0,7.0,0.48,5363,0,1,1,0,1,0
21259,2.0,5.0,6.8,0.55,5572,1,0,1,0,1,0
21260,1.0,3.0,3.6,0.25,5546,0,1,1,0,1,0
21261,3.0,6.0,6.1,0.47,5540,0,1,1,0,0,1
21262,2.0,3.0,4.1,0.2,5323,0,1,0,1,0,1
21263,2.0,4.0,8.2,0.63,5477,1,0,1,0,1,0
21264,1.0,2.0,2.2,0.15,5553,1,0,0,1,1,0
21266,3.0,6.0,7.9,0.58,5473,1,0,0,1,1,0
21267,2.0,5.0,8.7,0.71,5457,1,0,0,1,0,1
21268,3.0,5.0,5.6,0.37,5594,0,1,0,1,0,1
21269,1.0,2.0,2.9,0.1,5603,1,0,1,0,0,1
21270,0.0,1.0,1.7,0.1,5315,0,1,1,0,1,0
21271,1.0,4.0,5.5,0.52,5481,1,0,0,1,0,1
21272,3.0,6.0,7.4,0.57,5322,0,1,0,1,0,1
21273,2.0,5.0,9.0,0.73,5274,1,0,0,1,0,1
21274,1.0,4.0,4.7,0.41,5596,0,1,1,0,1,0
21276,2.0,3.0,3.6,0.26,5256,0,1,0,1,0,1
21277,2.0,4.0,4.7,0.34,5392,1,0,1,0,1,0
21278,3.0,5.0,6.0,0.47,5496,0,1,0,1,1,0
21279,2.0,4.0,7.3,0.7,5477,1,0,1,0,0,1
21280,1.0,3.0,5.9,0.42,5598,0,1,1,0,0,1
21281,1.0,3.0,4.2,0.29,5369,0,1,1,0,1,0
21282,3.0,6.0,5.9,0.41,5490,0,1,1,0,0,1
21283,2.0,2.0,2.1,0.06,5259,0,1,1,0,1,0
21284,4.0,8.0,7.8,0.67,5481,1,0,0,1,0,1
21285,3.0,5.0,7.0,0.66,5508,1,0,0,1,0,1
21286,2.0,5.0,6.6,0.49,5313,0,1,1,0,0,1
21287,2.0,4.0,5.0,0.43,5498,0,1,1,0,0,1
21288,3.0,6.0,4.9,0.43,5538,0,1,0,1,0,1
21289,2.0,3.0,4.3,0.33,5478,0,1,1,0,1,0
21290,4.0,7.0,9.4,0.78,5486,0,1,0,1,0,1
21291,2.0,5.0,7.3,0.52,5531,1,0,1,0,0,1
21292,3.0,6.0,6.8,0.56,5612,1,0,0,1,0,1
21293,1.0,1.0,4.8,0.29,5391,0,1,0,1,0,1
21294,4.0,8.0,6.7,0.53,5415,1,0,1,0,0,1
21295,0.0,1.0,1.4,0.05,5423,0,1,0,1,0,1
21296,2.0,3.0,3.7,0.24,5526,0,1,1,0,0,1
21297,0.0,2.0,1.7,0.12,5303,1,0,0,1,0,1
21298,4.0,9.0,9.4,0.85,5607,1,0,1,0,1,0
21300,4.0,8.0,7.8,0.59,5378,1,0,1,0,1,0
21302,2.0,5.0,5.0,0.36,5563,0,1,1,0,0,1
21303,2.0,6.0,5.9,0.62,5346,0,1,1,0,0,1
21304,4.0,9.0,7.6,0.79,5426,1,0,1,0,1,0
21305,1.0,3.0,4.1,0.27,5282,1,0,1,0,0,1
21306,2.0,3.0,5.5,0.4,5276,0,1,1,0,1,0
21307,2.0,4.0,7.5,0.57,5382,0,1,0,1,1,0
21308,5.0,9.0,8.1,0.72,5595,1,0,0,1,0,1
21309,2.0,4.0,5.9,0.68,5476,1,0,0,1,0,1
21310,2.0,4.0,6.0,0.49,5480,0,1,0,1,0,1
21311,3.0,6.0,5.6,0.53,5260,1,0,1,0,0,1
21312,3.0,7.0,7.3,0.74,5293,1,0,0,1,1,0
21314,1.0,3.0,3.5,0.2,5471,0,1,0,1,0,1
21315,3.0,7.0,7.2,0.72,5476,1,0,0,1,1,0
21317,1.0,2.0,4.8,0.4,5423,0,1,1,0,1,0
21318,0.0,1.0,0.0,0.0,5571,1,0,0,1,0,1
21319,2.0,2.0,3.4,0.26,5395,0,1,0,1,0,1
21320,1.0,4.0,4.7,0.27,5519,1,0,1,0,1,0
21321,2.0,6.0,7.3,0.52,5432,1,0,0,1,0,1
21322,5.0,10.0,7.6,0.75,5609,1,0,0,1,1,0
21323,2.0,4.0,4.8,0.35,5508,1,0,1,0,0,1
21324,1.0,2.0,2.4,0.17,5594,1,0,0,1,1,0
21325,1.0,4.0,5.3,0.3,5407,0,1,1,0,0,1
21326,3.0,6.0,8.0,0.59,5498,0,1,0,1,0,1
21327,2.0,4.0,5.9,0.29,5512,0,1,1,0,0,1
21328,1.0,3.0,2.6,0.19,5543,1,0,1,0,1,0
21329,4.0,8.0,5.9,0.71,5493,0,1,1,0,0,1
21331,4.0,8.0,7.6,0.56,5526,0,1,0,1,0,1
21332,1.0,3.0,5.3,0.39,5446,0,1,1,0,0,1
21333,1.0,3.0,2.2,0.18,5553,0,1,1,0,1,0
21334,3.0,6.0,9.0,0.83,5375,1,0,1,0,0,1
21335,4.0,9.0,7.9,0.7,5509,1,0,0,1,0,1
21336,0.0,1.0,2.6,0.19,5407,0,1,1,0,0,1
21337,3.0,7.0,6.9,0.69,5585,1,0,1,0,1,0
21338,3.0,5.0,6.4,0.53,5573,1,0,1,0,0,1
21339,2.0,4.0,3.8,0.18,5353,0,1,0,1,1,0
21340,2.0,3.0,3.9,0.29,5460,0,1,1,0,0,1
21341,2.0,3.0,3.7,0.18,5358,0,1,1,0,0,1
21342,3.0,5.0,5.8,0.34,5606,0,1,1,0,1,0
21343,5.0,10.0,10.0,1.0,5313,0,1,0,1,1,0
21344,3.0,4.0,5.3,0.45,5504,0,1,1,0,0,1
21345,4.0,7.0,6.1,0.57,5365,1,0,0,1,0,1
21346,3.0,5.0,5.9,0.47,5350,0,1,0,1,0,1
21347,2.0,3.0,5.8,0.36,5445,1,0,0,1,0,1
21348,3.0,5.0,5.7,0.45,5480,1,0,1,0,0,1
21349,2.0,3.0,4.6,0.38,5573,0,1,0,1,0,1
21350,2.0,5.0,5.9,0.66,5485,1,0,1,0,0,1
21351,2.0,3.0,6.7,0.45,5586,0,1,1,0,1,0
21352,2.0,6.0,5.9,0.73,5538,1,0,0,1,1,0
21353,5.0,10.0,8.2,0.77,5565,0,1,1,0,0,1
21354,3.0,6.0,6.1,0.47,5363,1,0,0,1,0,1
21355,3.0,8.0,8.5,0.77,5312,1,0,1,0,0,1
21356,2.0,6.0,7.7,0.57,5567,0,1,1,0,1,0
21357,2.0,4.0,4.0,0.27,5351,0,1,1,0,1,0
21358,3.0,4.0,5.9,0.71,5409,1,0,0,1,1,0
21359,2.0,4.0,4.4,0.33,5265,0,1,1,0,0,1
21361,3.0,7.0,7.4,0.62,5457,0,1,0,1,1,0
21362,2.0,4.0,5.9,0.51,5607,1,0,0,1,1,0
21363,2.0,4.0,6.9,0.47,5571,0,1,1,0,1,0
21364,2.0,4.0,5.7,0.37,5286,0,1,1,0,0,1
21365,4.0,7.0,8.5,0.71,5540,1,0,0,1,1,0
21366,1.0,2.0,4.1,0.26,5444,0,1,1,0,0,1
21367,2.0,4.0,3.9,0.28,5557,0,1,1,0,0,1
21368,2.0,4.0,6.6,0.43,5290,0,1,1,0,0,1
21369,0.0,1.0,1.8,0.08,5364,0,1,1,0,0,1
21370,3.0,4.0,5.2,0.41,5597,0,1,1,0,1,0
21371,1.0,1.0,0.9,0.0,5352,0,1,1,0,0,1
21373,3.0,8.0,8.7,0.85,5290,1,0,1,0,1,0
21374,0.0,1.0,2.3,0.1,5449,0,1,1,0,0,1
21375,3.0,4.0,4.8,0.29,5509,0,1,0,1,1,0
21376,4.0,6.0,6.3,0.57,5350,1,0,0,1,1,0
21377,0.0,1.0,0.9,0.05,5612,0,1,1,0,1,0
21378,3.0,5.0,5.2,0.39,5398,1,0,0,1,1,0
21379,1.0,2.0,6.5,0.44,5337,0,1,0,1,0,1
21380,3.0,6.0,5.9,0.56,5330,1,0,0,1,1,0
21381,3.0,5.0,5.0,0.36,5545,0,1,1,0,0,1
21382,2.0,4.0,2.5,0.13,5349,0,1,0,1,0,1
21383,1.0,3.0,3.8,0.21,5364,0,1,1,0,0,1
21384,3.0,6.0,6.1,0.43,5600,1,0,0,1,1,0
21385,2.0,4.0,6.0,0.42,5391,0,1,0,1,0,1
21386,2.0,3.0,5.7,0.47,5611,0,1,1,0,0,1
21387,4.0,7.0,8.0,0.68,5437,1,0,0,1,0,1
21388,2.0,4.0,6.3,0.51,5358,0,1,0,1,1,0
21389,4.0,8.0,7.4,0.67,5482,1,0,0,1,0,1
21390,0.0,1.0,1.9,0.12,5409,0,1,1,0,0,1
21391,5.0,10.0,9.2,1.0,5346,1,0,1,0,1,0
21392,1.0,3.0,7.5,0.58,5591,1,0,1,0,0,1
21394,1.0,4.0,5.9,0.46,5463,0,1,1,0,0,1
21395,3.0,4.0,4.5,0.38,5529,0,1,1,0,1,0
21396,3.0,6.0,7.6,0.58,5461,1,0,1,0,1,0
21397,3.0,7.0,8.3,0.75,5420,1,0,0,1,0,1
21398,4.0,7.0,6.5,0.59,5499,1,0,0,1,1,0
21399,4.0,9.0,9.9,0.9,5297,1,0,1,0,0,1
21400,2.0,5.0,6.3,0.56,5461,1,0,0,1,0,1
21401,1.0,2.0,3.4,0.26,5440,0,1,1,0,0,1
21402,0.0,1.0,4.0,0.28,5312,0,1,0,1,0,1
21403,1.0,2.0,0.0,0.0,5434,1,0,1,0,1,0
21404,1.0,3.0,1.8,0.13,5363,0,1,1,0,0,1
21405,2.0,3.0,5.0,0.25,5601,0,1,0,1,1,0
21406,2.0,4.0,5.9,0.53,5417,1,0,1,0,0,1
21407,2.0,4.0,6.3,0.58,5428,1,0,0,1,1,0
21408,5.0,8.0,9.5,0.79,5605,1,0,1,0,0,1
21409,3.0,5.0,6.4,0.41,5502,0,1,1,0,0,1
21410,3.0,7.0,8.4,0.8,5443,0,1,0,1,0,1
21411,2.0,5.0,6.7,0.56,5269,0,1,0,1,1,0
21412,3.0,6.0,5.9,0.57,5358,1,0,0,1,0,1
21413,3.0,6.0,7.3,0.64,5485,0,1,0,1,1,0
21414,2.0,4.0,2.9,0.24,5312,1,0,1,0,1,0
21415,0.0,1.0,2.1,0.16,5498,0,1,0,1,0,1
21416,1.0,2.0,4.2,0.33,5428,0,1,1,0,0,1
21417,3.0,7.0,6.8,0.59,5509,1,0,1,0,0,1
21418,2.0,3.0,3.6,0.26,5476,0,1,1,0,0,1
21420,1.0,3.0,4.6,0.32,5392,0,1,0,1,1,0
21421,2.0,3.0,5.2,0.47,5449,0,1,1,0,0,1
21422,0.0,1.0,5.9,0.26,5592,0,1,1,0,0,1
21423,2.0,4.0,7.5,0.55,5514,1,0,0,1,1,0
21424,2.0,4.0,3.9,0.27,5541,1,0,0,1,0,1
21425,1.0,4.0,2.7,0.16,5515,0,1,0,1,1,0
21426,1.0,4.0,6.6,0.49,5557,1,0,1,0,1,0
21427,3.0,4.0,5.1,0.43,5522,0,1,1,0,0,1
21428,3.0,7.0,7.2,0.51,5394,0,1,0,1,1,0
21429,1.0,1.0,2.7,0.09,5262,0,1,1,0,1,0
21430,2.0,3.0,4.0,0.3,5301,0,1,1,0,1,0
21431,1.0,1.0,3.9,0.22,5567,1,0,1,0,1,0
21432,2.0,4.0,5.9,0.43,5300,0,1,0,1,1,0
21433,2.0,4.0,4.5,0.35,5278,1,0,0,1,0,1
21434,2.0,3.0,3.6,0.3,5267,0,1,1,0,0,1
21435,1.0,4.0,5.6,0.42,5520,0,1,1,0,0,1
21436,3.0,5.0,8.3,0.64,5513,1,0,0,1,0,1
21437,2.0,4.0,6.2,0.59,5308,1,0,0,1,1,0
21438,3.0,5.0,5.8,0.56,5607,1,0,1,0,0,1
21439,2.0,3.0,4.4,0.23,5476,0,1,1,0,0,1
21440,1.0,2.0,5.1,0.35,5559,1,0,0,1,1,0
21441,0.0,2.0,5.9,0.2,5513,1,0,0,1,0,1
21442,2.0,4.0,5.5,0.36,5365,1,0,1,0,0,1
21443,2.0,4.0,5.9,0.53,5503,1,0,1,0,1,0
21444,3.0,6.0,5.0,0.43,5443,0,1,1,0,1,0
21445,2.0,2.0,3.7,0.28,5270,0,1,0,1,0,1
21446,2.0,4.0,6.2,0.58,5260,1,0,1,0,1,0
21447,1.0,3.0,5.2,0.38,5398,0,1,0,1,1,0
21448,0.0,1.0,3.6,0.17,5332,1,0,0,1,1,0
21449,1.0,2.0,5.5,0.41,5459,0,1,1,0,0,1
21450,2.0,4.0,4.2,0.3,5557,0,1,1,0,1,0
21451,2.0,2.0,4.4,0.22,5586,0,1,1,0,0,1
21452,3.0,6.0,7.3,0.53,5381,0,1,1,0,1,0
21453,4.0,7.0,8.3,0.67,5547,1,0,1,0,0,1
21454,2.0,3.0,4.9,0.29,5296,0,1,0,1,0,1
21455,2.0,5.0,5.9,0.55,5395,1,0,0,1,0,1
21456,1.0,2.0,4.4,0.25,5355,0,1,0,1,0,1
21458,0.0,1.0,3.3,0.22,5589,0,1,1,0,0,1
21459,3.0,5.0,5.9,0.53,5409,0,1,0,1,1,0
21460,3.0,4.0,5.9,0.43,5490,0,1,1,0,0,1
21461,1.0,4.0,5.4,0.3,5299,0,1,0,1,0,1
21462,1.0,4.0,3.7,0.25,5397,0,1,1,0,0,1
21463,2.0,4.0,7.3,0.6,5413,1,0,0,1,1,0
21464,0.0,1.0,0.0,0.0,5306,1,0,1,0,0,1
21465,3.0,7.0,5.8,0.56,5417,0,1,1,0,0,1
21466,3.0,5.0,7.8,0.66,5423,0,1,0,1,1,0
21467,3.0,6.0,7.1,0.51,5382,1,0,1,0,1,0
21468,2.0,3.0,4.1,0.26,5447,0,1,1,0,1,0
21469,2.0,3.0,5.9,0.27,5505,1,0,0,1,0,1
21470,4.0,6.0,8.0,0.64,5514,1,0,0,1,1,0
21471,3.0,4.0,9.5,0.79,5485,0,1,0,1,0,1
21472,3.0,6.0,5.3,0.33,5284,0,1,1,0,1,0
21473,2.0,4.0,6.6,0.43,5305,0,1,1,0,1,0
21474,1.0,2.0,4.8,0.43,5429,0,1,1,0,0,1
21475,3.0,7.0,6.5,0.62,5337,1,0,1,0,1,0
21476,2.0,4.0,4.6,0.35,5542,0,1,1,0,1,0
21477,2.0,4.0,6.8,0.46,5397,1,0,1,0,1,0
21478,1.0,3.0,6.8,0.49,5249,1,0,1,0,0,1
21479,2.0,5.0,6.3,0.54,5260,1,0,0,1,1,0
21480,3.0,6.0,8.1,0.66,5606,0,1,0,1,0,1
21481,4.0,7.0,7.7,0.56,5566,0,1,0,1,0,1
21482,4.0,7.0,7.3,0.57,5507,0,1,0,1,0,1
21483,3.0,5.0,5.1,0.43,5610,0,1,1,0,0,1
21484,3.0,6.0,5.7,0.5,5329,0,1,0,1,0,1
21485,2.0,5.0,6.3,0.49,5499,1,0,0,1,0,1
21486,1.0,3.0,5.9,0.45,5255,0,1,1,0,0,1
21488,3.0,6.0,5.1,0.47,5339,1,0,1,0,1,0
21489,3.0,8.0,7.8,0.82,5356,1,0,1,0,0,1
21490,2.0,6.0,6.7,0.57,5372,1,0,0,1,0,1
21491,2.0,3.0,3.4,0.23,5265,0,1,1,0,0,1
21492,4.0,8.0,8.5,0.68,5306,0,1,1,0,1,0
21493,1.0,2.0,0.1,0.02,5536,0,1,1,0,0,1
21494,4.0,7.0,8.0,0.6,5400,0,1,0,1,1,0
21495,2.0,3.0,6.2,0.38,5347,1,0,1,0,1,0
21496,3.0,5.0,5.8,0.42,5599,0,1,1,0,1,0
21497,2.0,5.0,4.7,0.4,5371,0,1,1,0,0,1
21498,2.0,4.0,5.2,0.3,5391,1,0,0,1,1,0
21499,2.0,4.0,4.0,0.31,5542,1,0,0,1,1,0
21500,3.0,5.0,7.9,0.65,5567,1,0,0,1,1,0
21501,3.0,6.0,4.9,0.38,5285,0,1,0,1,1,0
21502,4.0,8.0,8.6,0.8,5274,0,1,1,0,0,1
21503,4.0,9.0,9.7,0.83,5508,0,1,1,0,1,0
21504,3.0,6.0,5.8,0.52,5514,1,0,1,0,1,0
21505,2.0,4.0,7.1,0.5,5587,0,1,1,0,1,0
21506,3.0,6.0,7.7,0.58,5492,0,1,0,1,0,1
21508,1.0,2.0,5.2,0.32,5380,0,1,1,0,1,0
21509,0.0,2.0,2.9,0.13,5425,1,0,0,1,0,1
21510,4.0,8.0,7.2,0.63,5278,1,0,0,1,0,1
21511,2.0,3.0,3.9,0.24,5508,1,0,1,0,1,0
21512,0.0,1.0,5.3,0.34,5550,0,1,0,1,1,0
21513,3.0,4.0,5.4,0.49,5521,0,1,1,0,1,0
